,embedding,label
35,"[-0.0294561032, -0.0684746951, 0.4552161098, 0.0875453949, 0.1490190625, 0.11193530260000001, 0.5928438306, -0.1461855769, -0.0547297485, 0.1703408659, -0.3652638197, -0.372546792, 0.1343099028, -0.3352568448, 0.1686119586, 0.6196857691000001, -0.2306923717, -0.1426055729, 0.3234406114, -0.1900981665, 0.0643073916, -0.26786839960000003, -0.1531595737, 0.0955794081, -0.0302101765, -0.17172721030000002, 0.2941589952, 0.027169816200000002, -0.1404839456, -0.2970091105, -0.0658199415, 0.2578418255, 0.3677212298, 0.0632881969, -0.2628629208, 0.33660078050000003, -0.3783045411, 0.0133050317, 0.045295514200000005, 0.1400842816, 0.0393061973, -0.0876698196, 0.5320396423, -0.14306196570000002, -0.0152225867, 0.0087582953, -0.4615232944, -0.4571788013, 0.15022371710000001, 0.059873588400000004, -0.21729151900000002, -0.0744174197, 0.1353529543, -0.1906499267, 0.4619973898, -0.0748714581, -0.16159671550000002, 0.0357742719, -0.1545297652, -0.1281823516, -0.2961209118, -0.0665706992, -0.096133098, 0.0875669494, 0.5910167098, 0.0535851121, -0.019059728800000002, 0.0314241126, 0.27488929030000003, 0.0949176401, 0.069776319, -0.0784761757, 0.0700226724, -0.2052506655, 0.026249107, 0.0675854981, 0.2716633081, 0.07273431870000001, -0.2150526941, -0.0178332478, -0.1529128253, -0.5507579446, -0.0069414661, 0.020868353500000002, 0.10268773140000001, -0.0836064517, 0.09054752440000001, 0.0421976447, -0.0774029344, -0.3215758801, 0.1290425211, -0.20441302660000002, -0.3092170656, -0.056808725000000004, 0.1654139757, -0.17160557210000002, 0.0843407437, -0.050532482600000005, 0.5359640718, -0.1738284081, -0.0495754294, 0.1121885031, 0.10322020200000001, 0.5261186957, 0.6027094126, 0.0885480344, 0.18474851550000002, 0.3632342517, 0.1876040995, -0.0844957605, -0.0060079880000000006, 0.49886742230000003, 0.3030035198, 0.32523182030000003, 0.0548319295, 0.2740899324, -0.2982855439, 0.08429162200000001, 0.2441112101, 0.30807846780000003, 0.09084428850000001, 0.1986152381, 0.2676345408, -0.1639967561, -0.0221206807, -0.0251660943, 0.4358536005, -0.0554899052]",1
36,"[-0.12582686540000002, -0.17353203890000002, 0.45237740870000004, 0.2029031962, 0.0706210285, 0.0651337579, 0.4281123579, -0.049594678, -0.313169539, 0.0254922416, -0.30860540270000003, -0.0696980506, 0.0714792162, -0.29419431090000003, 0.23063640300000002, 0.4053698182, -0.0194420964, 0.0885476395, 0.2287727594, -0.1459516287, 0.0211854223, -0.016051087500000002, -0.17947566510000001, -0.0363948159, -0.0102323946, -0.5346879363, 0.1708120406, -0.128300637, 0.0905237198, -0.2065280676, 0.1220377758, -0.0328673795, 0.3422996104, 0.0746854395, -0.1183324307, -0.0052464828000000005, -0.13277018070000002, -0.0257436614, -0.056594822600000004, 0.2824905813, 0.18156538900000002, -0.0297028981, 0.2915676534, -0.0775889307, 0.053519558200000004, -0.0628438592, -0.20644915100000003, -0.6561123729, 0.07729721810000001, 0.029017023700000002, -0.32871663570000004, -0.11284674700000001, 0.1758676022, -0.0611277223, 0.4704139531, -0.1024317443, -0.0733376369, -0.063340649, -0.0118991844, -0.032092683000000004, -0.2969683409, -0.1620967835, -0.0271865446, -0.0408138372, 0.47676950690000003, 0.059906031900000004, 0.032484103, 0.1020044982, 0.29333266620000004, 0.13468617200000002, 0.0226441845, -0.14547005300000002, 0.0047704484, -0.1592184007, -0.0271286797, 0.038789913100000004, 0.3371772766, 0.0815625861, -0.1420099884, 0.035966180300000004, -0.2980364561, -0.3793295622, -0.2308639884, 0.0687163174, 0.1686539352, -0.1669886261, 0.2638731003, -0.23292253910000002, -0.1165511385, -0.1786758304, 0.0157067198, -0.2573523819, -0.0746251941, 0.0078416411, 0.1910403669, -0.1596252471, 0.0874712393, 0.0641035214, 0.38228595260000003, -0.0026384424, 0.0316932723, 0.10189396140000001, 0.1106412932, 0.6343106031, 0.43117284770000003, 0.1723897457, -0.0461720489, 0.42211988570000003, 0.2811311781, -0.1266936958, 0.1569524556, 0.4710938931, 0.2367121577, 0.1835322976, 0.08020610360000001, 0.30079814790000003, -0.1773027033, 0.053471308200000005, 0.1854005456, 0.3195220232, -0.1084647328, 0.162112847, 0.11003346, -0.2728560269, 0.09751176830000001, 0.073178187, 0.3106867373, -0.2400909215]",1
37,"[0.0893437564, 0.1646371931, 0.4995797276, 0.24280135330000002, -0.1615977734, 0.0853398517, 0.7465725541, -0.3959188461, -0.1295115054, 0.1130176559, -0.2425796539, -0.5062097907, 0.0587543957, -0.5096783042, 0.18278756740000002, 0.5700248480000001, 0.0791397393, 0.008072082000000001, 0.3718139827, -0.034399896900000004, 0.1782950461, -0.1821396351, -0.1475725919, 0.1138709038, 0.169390738, -0.1709741652, 0.3040896952, 0.0332977958, 0.1084452271, -0.2145608366, -0.0018631006000000001, 0.3550573587, 0.25819730760000004, 0.2494212985, -0.0826797932, 0.0962228402, -0.12888492640000002, -0.1050615907, 0.1742985696, 0.0446746759, 0.2179864347, -0.1332491934, 0.5199222565, 0.0707766712, 0.1087890118, -0.32033485170000003, -0.3639368713, -0.5595695376, 0.2380668074, -0.0453718975, -0.1264181286, 0.1577416062, 0.0866266638, -0.19550322, 0.49725019930000003, -0.0861316547, -0.3801390529, -0.2473620474, -0.1368738562, -0.30967593190000003, -0.4142276049, -0.1410151869, -0.2522502542, -0.0542377457, 0.49906894560000004, -0.16822502020000002, 0.22632899880000001, 0.0099675618, 0.3751945794, 0.21478869020000002, 0.1199555099, -0.1379559338, -0.004293086000000001, -0.1409620345, -0.062760599, 0.0424784385, 0.3770077229, 0.1239445135, -0.38205045460000003, 0.1052981392, -0.2808480561, -0.4434006512, -0.1798174679, -0.0156868286, 0.0695279017, -0.0418769084, 0.2942486703, -0.1043491736, -0.19019003210000002, -0.0860078782, 0.1605626047, -0.282478869, -0.35042652490000004, 0.1242850944, 0.3318781257, 0.0002957508, -0.0393141247, 0.1421845555, 0.4276047945, 0.07440158720000001, -0.0860017911, -0.013717721200000001, 0.0482271053, 0.40422356130000003, 0.4290899038, 0.0794714242, 0.15715588630000002, 0.30850103500000003, 0.5014821887, -0.3972662985, 0.14047396180000002, 0.5708139539, 0.4761279225, 0.6015111208, 0.2267121226, 0.15592293440000002, -0.1491278261, 0.0368763469, -0.12013863030000001, 0.2902466655, 0.042513802600000004, 0.1054152995, 0.1641347706, -0.4341282547, 0.13081610200000002, 0.0216754377, 0.5546717048, -0.0637313053]",1
38,"[0.0687475428, 0.042232997700000004, 0.7254866362, 0.14387950300000002, 0.044002406300000005, -0.0535822138, 0.5592457056, -0.1168130785, -0.1684815288, 0.48066407440000003, -0.1906539351, -0.3232787848, 0.065705888, -0.5774681568000001, 0.1399707943, 0.5847210288, 0.09011949600000001, 0.0275334083, 0.26577636600000004, -0.1661180258, 0.18898911770000001, -0.3076940179, -0.3155859411, -0.0454970673, 0.213542521, -0.4398320913, -0.018218722200000002, -0.1012223959, 0.1723794639, -0.1978317052, 0.15515433250000002, 0.25308322910000003, 0.3171589077, 0.0561502762, 0.11005494, 0.0957971737, -0.1155685037, -0.0408748537, -0.0057184366000000006, -0.0240804888, 0.1622146368, -0.0326958038, 0.6315819621000001, -0.1668988317, 0.0488888882, -0.24240928890000002, -0.2652024031, -0.6889066696, 0.010902924500000001, 0.1018094197, -0.1431965828, 0.0230437834, -0.0877984688, -0.2196545899, 0.6462354064, -0.0805284306, -0.20457467440000002, -0.1641455144, 0.0756202787, -0.2636735141, -0.2385345399, 0.035956718000000006, -0.37981534, 0.0398912951, 0.6055080891, -0.049071684500000004, 0.18465855720000002, 0.0339755341, 0.17638546230000002, -0.1268137246, 0.050804503300000005, -0.109613128, -0.0787378103, -0.1242203489, -0.09679598360000001, -0.033337250400000004, 0.3314366937, -0.0436131395, -0.37057960030000003, -0.1414597034, -0.0747904405, -0.2914587259, -0.3128275573, 0.3065190017, 0.0244852677, -0.1402815878, 0.4668371081, -0.12275100500000001, -0.2052882016, -0.07333523780000001, 0.1322471797, -0.2558979988, -0.2171115726, -0.0387966447, 0.20865011220000002, -0.0684280694, 0.033892151, -0.24579125640000002, 0.6779186726, 0.0983889252, -0.0639065728, 0.040148507800000004, 0.2120626271, 0.3909834325, 0.4170078337, 0.1747841686, 0.0744865015, 0.3575526476, 0.41721251610000004, -0.4372945428, -0.1584802568, 0.5373564363000001, 0.3607981503, 0.6506167054, 0.1873781234, 0.0578216836, -0.0614527911, -0.1322765946, 0.060028504600000004, 0.22463804480000002, -0.0726590604, -0.027988405900000003, 0.0152342254, -0.2882441282, 0.2165635079, -0.1364665926, 0.5041194558000001, 0.0009751320000000001]",1
39,"[-0.0370728523, 0.0182171091, 0.48669359090000003, -0.0983265638, -0.035669058600000005, 0.159116894, 0.2524850667, -0.0790095031, 0.033291813, 0.0404402241, -0.2953971624, -0.25163325670000003, 0.1386425942, -0.25912678240000003, 0.1468792558, 0.3527937829, -0.0703488812, 0.0123124402, 0.22236777840000002, -0.24832138420000002, 0.0353317745, -0.0320183896, -0.2376610637, -0.0752221495, 0.0863085911, -0.6307535172000001, 0.0515312776, -0.0221756678, 0.1850299686, -0.1657687128, 0.2519513071, 0.1212434918, 0.20551870760000002, -0.0139911138, -0.2595191598, 0.0197583511, -0.2209595144, -0.10686750710000001, 0.027325753100000003, 0.1022068411, 0.0946956277, -0.09106524290000001, 0.3340539336, -0.1497912556, 0.1289230585, -0.1525336951, -0.4386848807, -0.6036421657000001, 0.1595556438, 0.25554227830000004, -0.2898633182, 0.030587542800000003, 0.13548637930000001, 0.0909360498, 0.37984567880000003, 0.0636472404, -0.12283708160000001, 0.0856522322, -0.1980862021, -0.1542616189, -0.2780830562, 0.0439653583, -0.1193287969, -0.0045662913, 0.5063896775, 0.1141100302, -0.0614975169, 0.0591756739, 0.3214569688, 0.0316219218, 0.0290718861, -0.08195144680000001, 0.167142123, -0.1155520901, -0.0279555954, 0.1252832562, 0.1897779852, -0.1080659181, -0.0311037339, -0.15434677900000002, -0.0766169429, -0.4294612706, -0.1516342759, -0.0534846485, -0.0196852349, -0.3080216646, 0.048233121600000005, -0.07260246570000001, -0.0325366445, -0.1701446027, -0.0419707894, -0.21059070530000001, -0.1990521252, -0.0044154045, 0.2019018829, -0.1912055612, 0.22430171070000002, 0.0169102661, 0.42214545610000004, -0.08037090300000001, -0.0021417215000000002, 0.13100019100000002, 0.1814364195, 0.5220110416, 0.48063293100000004, 0.10907089710000001, 0.1438954771, 0.39769414070000003, 0.371290952, -0.1697968394, 0.0684016347, 0.5205765367, 0.1389245391, 0.2962687612, 0.10185816140000001, 0.1323434412, -0.3646323979, 0.1338725388, 0.0120889451, 0.1651834995, -0.1508490741, 0.1466477215, 0.1397669762, -0.1833129078, -0.0223022234, 0.1770455539, 0.24728134270000002, 0.0437170491]",1
40,"[-0.0047927224, -0.1281489134, 0.8054430485, 0.059525601600000005, -0.0445924625, -0.1953322291, 0.3872153759, -0.2433709651, -0.3311826587, 0.41017428040000004, -0.3358425796, -0.2788965404, 0.0446063913, -0.4102416337, 0.2697712183, 0.43219515680000004, -0.0355444662, 0.1851498336, 0.2957529426, -0.1231532991, 0.2381291389, -0.22469128670000002, -0.26265946030000004, -0.0107552968, 0.2379266769, -0.5234252810000001, 0.0606061444, -0.0444710329, 0.1756170988, -0.3395734131, 0.10612057150000001, 0.1690509617, 0.0335441157, 0.0338194147, -0.015147239000000002, 0.0526814908, -0.1861395389, -0.1466882527, 0.016707154000000002, 0.21167868380000002, 0.0788370892, 0.0538847893, 0.5472397208, -0.0765710846, 0.0102457143, -0.3368533254, -0.3915447295, -0.691486299, 0.1599027812, 0.0336537436, -0.5106691718, 0.030589046, 0.15463489290000001, -0.0591210574, 0.5261858106, -0.06740514930000001, -0.1284071654, -0.1675413549, -0.0029480327, -0.1637958437, -0.43638986350000003, 0.0293203946, -0.2476707548, 0.0971887857, 0.5180172324, 0.1012559831, 0.0699450672, 0.0764951333, 0.3430117965, -0.2243957967, 0.10763471570000001, 0.0372389778, 0.1364266872, -0.2015597969, -0.0766988099, -0.1231800318, 0.36630502340000004, -0.165718779, -0.2389317155, 0.0181547739, 0.0404818319, -0.3929693401, -0.3676991463, 0.2814680338, 0.11106553670000001, 0.0649683103, 0.2603250146, -0.128232345, -0.09399048980000001, -0.2326464802, 0.3971990347, -0.3829651475, 0.014645656600000001, -0.065546833, 0.322039634, -0.1009040773, 0.1509127617, -0.0841227546, 0.5975064039, 0.1743596792, -0.14956037700000002, 0.1212341115, 0.2851368487, 0.45085462930000003, 0.3655348122, -0.030247924800000003, -0.050756052100000004, 0.1740780771, 0.45100411770000004, -0.26629918810000003, -0.0103733987, 0.50611341, 0.2251617759, 0.6825599074, 0.26933792230000003, 0.247870639, -0.21774630250000002, -0.1590595096, -0.0029771961, 0.2746888995, -0.1568597555, -0.0522310883, 0.022202123, -0.3267268836, 0.2469242066, 0.018251948100000002, 0.44047617910000003, -0.4135207534]",1
41,"[0.212048918, -0.0782240033, 0.771336019, -0.0810323209, -0.3244228661, -0.13683280350000002, 0.4220462739, -0.1812624782, -0.1460479349, 0.5276192427, -0.22875447570000002, -0.4254823625, 0.026273816800000002, -0.6162456274, 0.2421989739, 0.5324811935, 0.19299863280000001, 0.030963573600000002, 0.20701754090000002, -0.0645312667, 0.5114275217, -0.3562695682, -0.14354553820000002, -0.13022319970000001, 0.22133632, -0.4958651066, 0.0603173673, -0.2373660058, 0.2167924047, -0.3475643694, -0.1196676344, 0.29260194300000003, 0.14522217210000002, 0.1605174541, 0.29326137900000004, 0.08501491700000001, -0.0881770402, -0.21538934110000002, -0.0509241186, -0.0123990616, 0.1576558501, -0.2745760977, 0.5241547823, -0.2681170404, -0.0059893192, -0.2546387017, -0.11488103870000001, -0.4882776737, 0.0664071143, 0.0708713531, -0.2796702683, 0.0805467069, -0.16207557920000001, 0.0740389749, 0.7234629393, -0.1351176798, -0.0727512389, -0.29398572440000004, 0.1051869988, -0.35347828270000003, -0.4551693201, 0.1130085438, -0.4967968762, 0.1931288391, 0.6170883775, -0.35667568450000003, 0.2098175585, -0.09821761400000001, 0.2301128805, -0.4689425826, 0.1132092997, -0.0470660254, -0.12174503510000001, -0.2009125948, -0.048454769, -0.20592559870000002, 0.20063939690000002, -0.11911579970000001, 0.06451115760000001, 0.0066704303, -0.0242166035, -0.3573643267, -0.4099442661, 0.18612624700000002, 0.21065326040000001, 0.07024444640000001, 0.2560246885, 0.1590843797, -0.21677069370000002, 0.0357285812, 0.0770815015, -0.3790671825, 0.0932219177, -0.1919699758, 0.276745677, 0.0761919543, -0.0964681357, -0.0669164956, 0.47248709200000005, 0.30035448070000004, -0.1713775098, 0.0509546213, 0.1638448983, 0.4438188672, 0.2772863507, 0.2718903124, 0.19908335800000002, 0.1692626327, 0.1259810925, -0.26515665650000003, 0.0953317434, 0.5943920016, 0.22187463940000002, 0.8941746354000001, 0.6623860598, -0.2221357524, -0.223696202, 0.045638959900000005, -0.16935622690000002, 0.0617524683, -0.1694243848, 0.16186638180000001, 0.1450095624, -0.46690934900000003, 0.30076366660000003, -0.1593369395, 0.6783533096000001, -0.13248351220000001]",0
42,"[0.16271245480000002, 0.1319050789, 0.7475138903, -0.0014853105, -0.2276878208, -0.1420131177, 0.7688419223, -0.1580722034, 0.08994884040000001, 0.39312395450000004, 0.055644765500000005, -0.3200641274, 0.0687714964, -0.5834298134, 0.271950841, 0.5636470914, -0.011630884400000001, 0.0248832293, 0.1483058929, 0.11713674660000001, 0.3130180836, -0.4326688945, -0.1016848087, 0.05302044, 0.036984190300000004, 0.0008725692000000001, 0.10020134600000001, -0.0180781651, 0.4174402058, -0.1205340922, -0.050977513200000005, 0.5199446082, 0.163648665, 0.051353398700000004, 0.2486197501, 0.0454356521, -0.0896101594, -0.17611098290000002, 0.0342748389, 0.0418794453, -0.0678774863, -0.0136162424, 0.9510360956, 0.0738704205, -0.0847367644, -0.2568097115, -0.1497885883, -0.46549281480000004, 0.1436364353, -0.032244559400000004, -0.1288650781, 0.1561119258, -0.0805459619, -0.3503215611, 0.6861088276, -0.2236668617, -0.2875745893, -0.1889152229, -0.1254818588, -0.25249129530000003, -0.39371645450000003, -0.0741709992, -0.3206077516, 0.17290306090000002, 0.6652979255, -0.09084359560000001, 0.0730670318, -0.1311677396, 0.3100796938, -0.324301064, 0.042846314600000004, -0.22439298030000002, -0.1789956838, -0.1392620057, -0.0442660823, 0.07514672730000001, 0.25907701250000004, 0.28016039730000003, -0.0271714926, 0.14604571460000002, -0.2384551764, -0.42271304130000004, -0.2102860212, 0.1419952959, 0.0050313659, -0.0279168002, 0.3812557459, 0.20416039230000002, -0.4486885071, -0.0385701247, 0.2436787337, -0.2091751397, 0.0210345238, -0.19552104180000002, 0.2446698397, 0.0801674649, -0.1128663495, 0.037784922900000004, 0.4941002727, 0.10498651860000001, -0.14381980900000002, -0.0516517907, 0.034010570500000004, 0.2492941618, 0.4651650786, -0.0826507732, 0.25253576040000003, 0.0120135024, 0.4894945323, -0.2733020484, -0.0063875243, 0.8027568460000001, 0.21800729630000001, 0.7117716074, 0.3058134615, -0.0319337063, 0.0690245777, -0.083842814, -0.11578933890000001, 0.1791187227, -0.1897648275, -0.1518930942, 0.0401679538, -0.4901728332, 0.074075453, -0.1668172926, 0.817650795, 0.1413749456]",1
43,"[0.1393506229, -0.10667066280000001, 0.7305124998, 0.11479327830000001, -0.1669344604, 0.0066840686, 0.5544611812, -0.3482351005, -0.0634038225, 0.3716142774, -0.0525226556, -0.5065441132, 0.2350474298, -0.6897826195, 0.2846190035, 0.5820999146, 0.146868512, -0.0939538255, 0.1697584987, -0.18432301280000002, 0.4715833366, -0.2861490548, -0.1604103297, -0.0818722174, 0.0846398324, -0.1773267984, 0.048560399600000005, -0.0414363742, 0.3081764877, -0.046535380200000004, -0.1847527474, 0.3534538746, 0.18490181860000002, 0.009701307900000001, 0.0006016362, 0.15919543800000002, -0.2457187176, -0.2773335576, 0.0314282924, 0.0351520665, 0.1418028921, -0.1226006448, 0.5784946084, -0.15892115240000002, -0.1965439916, -0.22034338120000002, -0.3066622019, -0.5723254681000001, 0.0082843099, -0.1706630737, -0.261503011, 0.0868069977, 0.0218823496, -0.5238657594, 0.5947240591, -0.2134072036, -0.3015018702, -0.2764627337, -0.0002740929, -0.2811502218, -0.3612553477, -0.1975933313, -0.2174904943, 0.1200719476, 0.5822787285000001, -0.0088872239, -0.0485199131, -0.1372500211, 0.24296607080000002, -0.23921963570000002, -0.1347142607, -0.14189200100000002, -0.0085734539, -0.1799156815, 0.017229098800000002, -0.0002277317, 0.309691608, -0.0192556288, -0.0713614151, 0.1323192716, 0.0254191086, -0.3369038105, -0.16191338, 0.15365287660000002, 0.060555405900000005, 0.0224753302, 0.2377233803, -0.0968958139, -0.3016186655, -0.1768885553, 0.2775199413, -0.356115222, 0.029502511000000002, 0.04384562, 0.17362485830000002, -0.002100341, 0.0093195029, -0.018212880900000002, 0.4863108397, 0.0364352614, -0.33071556690000004, -0.0640098602, 0.2183349282, 0.3813671172, 0.5121068358, 0.0664475262, 0.1103627831, 0.17478753630000002, 0.2615133226, -0.235803321, -0.1698612422, 0.6591959596, 0.3630668521, 0.6115736365000001, 0.3286965489, 0.0712907314, -0.13988244530000002, 0.1233621091, -0.047429494600000004, 0.1131042391, -0.1715497375, 0.0608127862, 0.23348230120000002, -0.40324389930000004, 0.07764127850000001, -0.10444176940000001, 0.49457427860000003, 0.0032646330000000003]",0
44,"[-0.009512241900000001, -0.0325242803, 0.3661889434, 0.08706257490000001, 0.1910013556, -0.0129092019, 0.4151273072, -0.2332615703, -0.10557854920000001, 0.1241214201, -0.30335462090000004, -0.23398569230000002, 0.0799825191, -0.4002291858, 0.0941294283, 0.5480427146, 0.07580439750000001, -0.0010975907, 0.3121885359, -0.28419077400000003, 0.10449232160000001, -0.2653270364, -0.3502689898, 0.0034321472, 0.0792951137, -0.4112838507, 0.1102253646, -0.0229769796, 6.70515e-05, -0.30128288270000003, 0.09346055980000001, 0.1834587008, 0.3269968033, 0.11999779940000001, -0.0912846327, 0.3118350804, -0.2820644677, 0.0863758624, 0.0839135423, 0.1047663763, 0.33028790350000004, -0.1484728754, 0.3261154592, -0.0313863941, -0.1045135781, -0.0125743989, -0.35572680830000003, -0.4050187767, 0.1563687027, 0.1429435462, -0.2547832131, -0.0805547461, 0.1037227064, -0.0089375339, 0.4981422424, -0.108029969, -0.2577059567, -0.059621352700000005, -0.0199452676, -0.1349989474, -0.1381098181, -0.0685950741, -0.1632580608, -0.025076102500000003, 0.43180054430000003, -0.1506907344, 0.1030539125, 0.1922778189, 0.2843236327, 0.0956665725, 0.0251250714, 0.0635368526, 0.235182032, -0.2122400999, -0.0707642362, -0.0470509566, 0.2978407145, 0.11047820750000001, -0.2742585242, 0.0757517293, -0.1770274043, -0.3079863489, -0.0989698619, 0.0023726216, -0.0267270971, 0.0010847822000000001, 0.1970840693, -0.3180416226, -0.0921783149, -0.1536558419, 0.1096652821, -0.2195322663, -0.2272631824, -0.07129172980000001, 0.2970310748, -0.1338423491, 0.0015905574, -0.1696788073, 0.42792439460000004, -0.1671325713, 0.0198658034, 0.20292747020000002, 0.0861018524, 0.5408752561, 0.3553007245, 0.23512564600000002, 0.066221796, 0.300834775, 0.4798741043, -0.2822317481, -0.0087242573, 0.5286538601, 0.3328604102, 0.3093265295, 0.09637494390000001, 0.1328558326, -0.16986939310000002, 0.0189486593, 0.1385488063, 0.22435039280000002, -0.0060148737, 0.200082168, 0.0683932677, -0.3033518791, -0.11450311540000001, -0.1040257141, 0.2854320407, -0.1169210672]",1
45,"[0.19113770130000002, 0.16269737480000002, 0.4676402509, 0.2523598671, -0.029516954, 0.0335084498, 0.5862275362, -0.4053746462, -0.3812997043, 0.4779335558, -0.1678742319, -0.35764983300000003, 0.0152610308, -0.48443317410000003, 0.13380675020000002, 0.5480282903, 0.077684246, 0.0107257273, 0.0616658032, 0.0719130561, 0.2078167796, -0.206800431, -0.2447588444, -0.0012047291000000001, -0.0190771669, -0.3864271641, 0.16526913640000002, -0.0369600467, 0.25128269200000003, -0.1573212445, -0.0768288299, 0.234398827, 0.2529420555, 0.09561662380000001, -0.1154950857, -0.1144744754, -0.4510982335, -0.151392743, -0.035240769400000004, 0.0318744443, 0.0517931357, 0.0032000188, 0.5074062943000001, -0.0040278169, 0.3180679977, -0.25780814890000003, -0.1903189868, -0.8061762452, 0.013361455900000001, -0.0923389718, -0.1992082447, 0.141424194, -0.2869060934, -0.227826789, 0.6562789679000001, -0.13321211930000001, -0.3075416684, -0.2452843785, 0.1622527987, -0.1858800948, -0.3884171844, -0.1035164148, -0.2837991714, 0.0052894782, 0.6949467063, -0.1053407341, 0.2427063882, 0.0998306721, 0.2852033377, 0.030862225200000003, 0.0443508551, -0.3800753355, 0.0398104899, -0.0512354113, -0.08346380290000001, 0.18380898240000001, 0.4442868233, 0.0303912442, -0.40859791640000004, 0.23280191420000002, -0.2115220726, -0.2931878269, -0.2798483372, -0.1147233471, 0.023299206000000003, 0.1486561894, 0.44282546640000003, -0.1980020851, -0.2216247469, -0.1522981226, 0.2940466702, -0.1713788658, -0.015715226500000002, 0.0668653622, 0.2697996199, 0.1234617382, -0.1242769957, -0.015742145500000002, 0.5014804006, 0.10269162800000001, -0.1279185116, -0.1884818673, 0.0371733904, 0.4440140128, 0.44456094500000004, 0.0052619018000000005, 0.0420940407, 0.3333524168, 0.18280863760000002, -0.5067816973, 0.2098801434, 0.6818031669, 0.46670812370000003, 0.6435414553000001, 0.3335720599, -0.0147609301, 0.0803593621, -0.1378718615, -0.12051183730000001, 0.129696101, 0.040245190300000004, -0.046124991000000004, 0.18653842810000001, -0.3861060739, 0.1371510923, -0.0200237557, 0.6508901119, -0.09925770760000001]",0
46,"[0.1077142954, 0.1387373507, 0.5326364636, 0.2934157848, -0.2711818218, -0.2939866185, 0.6073491573, -0.3248011172, -0.06912387910000001, 0.4301480949, -0.0609935559, -0.4337716699, -0.022014450300000002, -0.6087802052, 0.23120144010000002, 0.4586805403, -0.013844880300000001, -0.20845827460000002, 0.1144756898, 0.0264811125, 0.1663554162, -0.3355609775, -0.1772121936, 0.0957786962, -0.0317689255, -0.2483632863, 0.1971512884, -0.1448453367, 0.1509571671, -0.0671095476, -0.08100408320000001, 0.41949439050000004, 0.0413699672, 0.17504945400000002, 0.023972936, -0.0144126257, -0.1500720382, -0.2602868974, 0.1132987067, 0.055481068800000005, 0.1782616973, -0.0772669911, 0.6919384599, 0.0473150611, 0.0412093773, -0.23123468460000002, -0.1930260956, -0.4010898471, 0.2619279027, -0.2092190683, -0.2181276083, 0.10634689030000001, -0.2660377622, -0.4256779552, 0.5564564466, -0.1764549762, -0.344434917, -0.17429029940000001, 0.1133128926, -0.2069114149, -0.45591014620000003, -0.20679841940000002, -0.35799467560000003, 0.0533013195, 0.7568856478, -0.1723249853, 0.2220052481, 0.0066825012000000005, 0.1255632639, -0.11144062880000001, 0.1845955104, -0.16408355530000002, -0.1521514505, -0.0450797603, 0.009487005, 0.112124756, 0.3326170444, 0.2625346482, -0.09575502570000001, 0.22191527490000001, -0.17958708110000002, -0.1252573878, -0.4614755213, 0.23691137140000001, -0.0026914617000000003, 0.1843179613, 0.45816001300000003, -0.029990945, -0.47818225620000004, -0.0712873638, 0.2826064229, -0.21270552280000002, 0.10117802020000001, -0.0114852674, 0.3092454076, 0.3105800748, -0.2114744633, -0.0993411914, 0.5753680468, 0.1405826211, -0.1859184057, 0.051056873100000004, -0.0672662705, 0.20315390830000002, 0.3909196556, 0.035021387, 0.159828037, 0.0646559522, 0.43847632410000004, -0.43026816840000004, 0.0728090852, 0.692515254, 0.4456631541, 0.5792232752, 0.34856969120000003, -0.0423899665, 0.0025144536, -0.10318078850000001, -0.1366055906, 0.20982174580000001, 0.0294598192, 0.0189697407, 0.1837288886, -0.5448108315, 0.127095595, -0.19716942310000002, 0.7073318362000001, -0.1224991158]",0
