,embedding,label
124,"[-0.1811567694, -0.31777539850000003, 0.4600006044, -0.0613801889, 0.013087151600000001, -0.060506887700000005, 0.6293449998, -0.0535638183, -0.2120522708, 0.26244378090000003, -0.2631668746, -0.3571254313, 0.0321657956, -0.6332166195000001, 0.1682675928, 0.5731050372000001, -0.1218121275, 0.1408163309, 0.3783950508, -0.2052329183, 0.1266295165, -0.48005783560000004, -0.2841307819, 0.16101890800000002, 0.519575417, -0.2355325818, 0.2760126591, 0.1223007143, 0.2890391648, -0.1311197281, -0.052278809200000005, 0.18093116580000002, 0.4035590887, 0.082676813, -0.1842970848, 0.44788664580000004, -0.2623403072, 0.1376420856, -0.0949681774, -0.1036300138, -0.0131733157, -0.0845990628, 0.6253748536, -0.1009301841, 0.0210428648, -0.10299476980000001, -0.3530849814, -0.6941916943, -0.055721469200000005, 0.1410858184, -0.30250924830000003, 0.0813213289, 0.023580513900000002, -0.1928584576, 0.5664803982000001, -0.18941310050000001, -0.4275145829, -0.5407830477000001, -0.10065703840000001, -0.2364596128, -0.4156971574, -0.0413798988, -0.26765534280000003, -0.2423640937, 0.6846330166, 0.0491650552, 0.1351484954, -0.0850087851, 0.4155992866, -0.10869656500000001, -0.1075701639, -0.0611641444, -0.1208491772, -0.11049234120000001, -0.16672700640000002, -0.0146640399, 0.2780460715, -0.1228197962, -0.105865337, -0.0677746907, -0.1274071783, -0.7395267487, -0.18276505170000001, 0.1333862096, 0.374737829, -0.25936377050000003, 0.2740435898, -0.2042583823, -0.1155787259, -0.0912592858, 0.0678022504, -0.2704613805, -0.1827420592, 0.006681542800000001, 0.280918628, -0.2228884995, -0.1102657318, -0.1200977042, 0.2805811167, -0.0087372065, -0.12154541910000001, 0.0519222468, 0.13197597860000002, 0.4164956808, 0.5082070231, 0.1387879401, -0.1382110715, 0.47756630180000004, 0.1723971367, -0.1330056936, -0.10882657770000001, 0.6615235209, 0.1710357666, 0.534207046, 0.1736176908, -0.016353631400000002, -0.25744548440000004, -0.1598426849, 0.30926948790000003, 0.41043195130000004, -0.3756991625, -0.04611139, 0.0973109603, -0.5539911389000001, 0.0223903321, -0.0575471222, 0.45380917190000003, -0.0933893695]",1
125,"[0.1534614265, 0.0702773035, 0.3335460126, 0.23004470770000002, 0.019033866, -0.038937114200000005, 0.19032402340000001, -0.24104088540000002, 0.17540509999999998, 0.2605226636, -0.1440731734, -0.38440915940000003, 0.1691116244, -0.4227318466, -0.0180749893, 0.2706935704, 0.0934389234, -0.0259773135, 0.17263910170000002, -0.1648012698, 0.0491832457, -0.3476961255, -0.2549965084, -0.0836917683, 0.0592895821, -0.1192197651, 0.0297122709, -0.1298334599, -0.0224986263, -0.0964733064, 0.0358026549, 0.47763794660000003, 0.06310717760000001, 0.23117503520000002, -9.574e-06, 0.1106343865, -0.39442735910000004, 0.13930207490000002, 0.0386883616, 0.13836902380000002, 0.1945640296, -0.1161728427, 0.2107490301, -0.2017614245, -0.1507459283, -0.11055036630000001, -0.1300391555, -0.2704907954, -0.064669922, -0.1069513634, -0.2156139463, 0.1285060346, 0.0811703876, -0.3056627512, 0.45839241150000004, -0.0917780176, -0.07560870800000001, -0.1478734761, 0.0262786876, -0.2553703189, -0.1826329231, 0.0250359606, -0.2595948875, 0.088163197, 0.3004015386, -0.0420728214, 0.0370595306, 0.0204933397, 0.1698250175, -0.1654362828, -0.039876222600000004, -0.1238950714, 0.0866275802, -0.0931757763, -0.0389585681, -0.0053747585, 0.1835595518, -0.018668139400000002, 0.0462067574, -0.0106943073, -0.1465759724, -0.2776734233, -0.1812012941, 0.12229849400000001, 4.9002500000000004e-05, 0.1806855053, 0.18718783560000002, -0.1380844414, -0.19660250840000001, -0.06168174, -0.044306621000000004, -0.279920131, -0.0009859768, -0.18678727750000002, 0.0447709262, 0.16166359190000001, 0.0523319058, -0.1407148093, 0.1679863036, -0.1817385256, -0.1913846135, 0.014709443800000001, 0.0448192321, 0.3236612976, 0.2993484437, 0.1020644456, 0.3323961794, 0.1669894159, 0.2353744805, -0.11225108800000001, -0.12082051490000001, 0.5415190458, 0.3410849869, 0.2401099354, 0.090318732, -0.0262361635, -0.0987668782, 0.1192840636, -0.1863769442, 0.0049295533, 0.1606910974, 0.014882614800000001, -0.0005238828, -0.3607057929, 0.07238595190000001, -0.0019007223, 0.0767530352, -0.0605792329]",0
126,"[0.1568861604, -0.1104979366, 0.8637212515, 0.0634637177, -0.21476072070000002, -0.0276513211, 0.5027546287, -0.012025518300000001, -0.1612490416, 0.7064563632, -0.3238494992, -0.5870617628, 0.0039492585, -0.5948389769, 0.1321078837, 0.5387513041, 0.1508345753, 0.055394671900000005, 0.28788849710000003, -0.1593897343, 0.1458252221, -0.4223971963, -0.1472602636, -0.008210347, 0.1698854864, -0.8430030346, 0.0735663995, -0.416967988, 0.4049415588, -0.1809400618, 0.0248117466, 0.104714632, 0.3037689328, -0.0007348981, 0.1359312385, 0.0858292952, -0.36400550600000003, -0.17414550480000002, -0.0200369284, 0.1229890287, 0.0791104138, -0.061277173500000004, 0.6206801534, -0.13928969200000002, 0.2543985248, -0.10760282730000001, -0.0568586811, -0.6321424246, -0.015998199600000002, 0.15156617760000002, -0.37733516100000003, 0.0887936205, -0.3715451658, 0.1283606589, 0.77995646, -0.1303452998, -0.1922523826, -0.0136544183, 0.1375685036, -0.3527891338, -0.4905192554, -0.0638337284, -0.3530720472, -0.1357530206, 0.5732392669, -0.1462052166, 0.2385819107, -0.0059007416, 0.3149734735, -0.18588082490000002, -0.1236610338, -0.2100476325, -0.0369845033, -0.1577487886, -0.1480859071, -0.0524662472, 0.0949957743, -0.14601707460000002, -0.1837750524, -0.0232873354, 0.0110767409, -0.4661178291, -0.4281591475, -0.0031917095, 0.1444279701, 0.0515776016, 0.1216598153, -0.0727959573, -0.0763884187, -0.0633262619, 0.2004058957, -0.4289209545, -0.0019538850000000003, -0.24995747210000002, 0.21192379300000003, 0.0509075373, 0.1073876545, -0.3108067214, 0.7143532038, 0.0481171384, -0.2641379237, 0.1513752341, 0.20100447540000002, 0.3632242084, 0.4677537084, 0.0534489229, 0.2415536493, 0.24706739190000002, 0.43780997400000005, -0.4292739034, 0.0126557825, 0.5923354626, 0.1596546024, 0.8222740293, 0.2530182302, 0.08616137500000001, -0.23790968950000002, 0.0112358686, -0.2044122666, 0.046723675000000006, -0.1215947866, 0.1509487182, 0.15569436550000001, -0.4520758092, 0.29032161830000003, -0.1116645485, 0.6572919488, -0.0927256644]",0
127,"[0.0154330023, 0.1783610582, 0.395567745, 0.2047109902, -0.1538406312, -0.0917755514, 0.6123002768, -0.28584510090000004, -0.11323519800000001, 0.5747084022, -0.10093836490000001, -0.2188359201, 0.028552880500000002, -0.5115972161, 0.1095741093, 0.4929488897, 0.0640637502, 0.030747667000000003, 0.1680305451, -0.0172645915, 0.3503288627, -0.3430889845, -0.2783001363, -0.0038508642000000004, 0.050229020400000005, -0.2090536207, 0.0303540807, -0.0843539685, 0.0705294907, -0.0845587179, -0.0403737575, 0.4082538486, 0.1863999963, 0.1304408163, 0.056055974200000004, -0.0335675701, -0.28983595970000003, -0.24094650150000002, 0.06687802820000001, 0.06651245800000001, 0.23342242840000002, -0.0070693567, 0.6957174540000001, 0.0470526479, 0.06498475370000001, -0.22465050220000002, -0.2315043956, -0.6236575842000001, 0.0833515674, -0.1728684604, -0.2434808612, 0.15915499630000002, -0.0363741294, -0.1878911108, 0.6410475969, -0.2656514943, -0.10295775530000001, -0.3040280342, 0.1905210316, -0.1725497991, -0.4575996697, -0.1127792448, -0.2528164983, -0.0542467758, 0.749389708, -0.4806810915, 0.21570548420000002, -0.057282738400000005, 0.1472147256, -0.30417773130000003, 0.0434829108, -0.08814074100000001, 0.0628582984, 0.0423593819, -0.0194982439, 0.0216881223, 0.41711783410000003, -0.021671015800000002, -0.2883508205, 0.1790243983, -0.29877781870000003, -0.2467662692, -0.3087753057, 0.0916022211, -0.1933577806, 0.254357934, 0.25471326710000003, -0.2226915509, -0.2317442596, -0.1018570513, 0.3643516898, -0.36089426280000003, 0.056905318100000005, -0.056608729100000005, 0.2905624211, 0.3078292608, -0.1827200651, -0.10559916500000001, 0.5405167341, -0.0398538001, -0.141728729, -0.12754416470000002, 0.071096696, 0.4514749944, 0.4421893656, 0.0762146115, -0.0004251171, 0.18293718990000002, 0.3433987498, -0.3946306109, -0.12219037120000001, 0.6754627228, 0.456995517, 0.6053044200000001, 0.39973288770000004, -0.0216138214, -0.07149855790000001, -0.20343193410000002, -0.0551436432, 0.25561591980000004, 0.22200039030000002, -0.0730586946, 0.102795884, -0.5911696553, 0.1123421788, -0.0868210495, 0.6743104458, -0.1502324492]",0
128,"[-0.0996709466, -0.46998173, 0.4219508469, 0.1004332602, 0.0937801301, 0.0508730114, 0.2962030768, -0.23760071400000002, -0.12986481190000002, 0.12786799670000001, -0.24993693830000002, -0.24680860340000002, 0.16430580620000002, -0.43896460530000003, 0.23083615300000002, 0.4319001436, 0.19838176670000002, -0.026419328500000002, 0.2801923752, -0.005527125700000001, 0.0562365837, -0.0516855903, -0.3715208769, -0.1400924325, -0.14917528630000002, -0.40668883920000004, 0.090563722, 0.0201081615, 0.0873904526, -0.0987368971, 0.14801566300000002, 0.33251327280000004, 0.5346393585, -0.019363299, -0.1391109824, 0.3472172022, -0.21149958670000002, 0.012240490900000001, -0.015681291, -0.0575176254, 0.2329143435, -0.1007563323, 0.40626221900000004, -0.2937680781, 0.1492762864, -0.17708677050000002, -0.3011470437, -0.4492540956, 0.0943432897, 0.0946983173, -0.1979806721, 0.044735156000000005, -0.0628364831, 0.0827376097, 0.8114872575000001, -0.0232359413, -0.2187538892, -0.12475581470000001, 0.1377462298, -0.002497647, -0.07282508160000001, 0.004176646, -0.0328683518, 0.0338998027, 0.5520993471, -0.0524487421, -0.0235234462, 0.0385521241, 0.1263194978, -0.1348591298, -0.049921643, -0.1435404122, -0.2551421225, -0.18099457030000002, -0.0512773581, -0.1880665421, 0.3675106764, -0.1174017489, -0.3621795774, -0.1828035116, -0.1952619702, -0.235365659, -0.1690163314, -0.1846703887, 0.19302652780000001, -0.18430230020000002, 0.1045757383, -0.3342744708, -0.0889941454, -0.2558537126, -0.0132569214, -0.2189149559, -0.19938194750000002, 0.1986806691, 0.1567709595, -0.0924115777, 0.0211348217, -0.2955631912, 0.37897738810000003, -0.0875650048, 0.1513490528, 0.2739578485, 0.2913533151, 0.3137455583, 0.4592689574, 0.26844590900000004, 0.21920031310000002, 0.3806750178, 0.3793798387, -0.3236877918, -0.029687857300000002, 0.4444951117, 0.167620331, 0.44549417500000005, 0.2875816524, 0.0361591429, 0.0264724642, 0.1900581419, 0.1067888215, 0.1179184169, -0.130707711, 0.119932279, 0.1596112698, -0.5390227437, -0.1000252813, -0.3413402438, 0.2221041024, -0.0603499636]",1
129,"[0.2028224915, 0.22402898970000001, 0.34378573300000004, 0.23221984510000002, -0.084817417, 0.1088123396, 0.3905515671, -0.3280202746, -0.0678979978, 0.2760039568, -0.0778720826, -0.2861183584, 0.0232033264, -0.4431294203, 0.0877196938, 0.4689689875, 0.1157481596, -0.18399989600000002, 0.3127310574, -0.044645194000000006, 0.043171294000000006, -0.2683617473, -0.1495022178, 0.2146328837, -0.12257646770000001, 0.036734897600000004, 0.1419880241, -0.1442740113, 0.2463388443, -0.017067508800000002, -0.047316540000000004, 0.3692234457, 0.1385589093, 0.1116256416, -0.0362283923, -0.0175771192, -0.2984717488, -0.1454636306, -0.0438137911, -0.1161491498, 0.0986699164, -0.18426437680000002, 0.3783262372, 0.0444037989, 0.09527617690000001, -0.1676401645, 0.0825056285, -0.3898750842, -0.1039350629, -0.2558008134, -0.2198555171, 0.1155949831, -0.113458395, -0.2141464204, 0.36713847520000004, -0.215849176, -0.15936589240000001, -0.1638249904, 0.1993720084, -0.3178582191, -0.3491526246, -0.1407456547, -0.1904844344, -0.0481664054, 0.2257015407, 0.0195430778, 0.2142090797, 0.0247741174, 0.2509776056, 0.0486565195, -0.036116343, -0.2381925285, 0.0435957015, -0.1209902018, 0.0593761727, 0.15180712940000002, 0.2874159515, 0.06468261780000001, -0.1479780823, 0.15766292810000002, -0.25380581620000003, -0.1972051561, -0.3229736686, -0.046264804900000005, 0.0254855417, 0.1506267041, 0.4754328728, -0.010583577700000001, -0.292250514, -0.0953354388, 0.2603318095, -0.28538882730000004, 0.1458784044, -0.23390908540000002, 0.0658279061, 0.12106315790000001, -0.0835817158, -0.025210039700000002, 0.3502580822, -0.0584136397, -0.1276085228, -0.0771675408, -0.0142782368, 0.3210842311, 0.2380979657, 0.058340244000000006, 0.2477248162, 0.0836677998, 0.2558446527, -0.161810264, 0.0949706808, 0.5395920277, 0.1896025091, 0.4076812267, 0.0906893164, 0.0397402793, 0.138288945, 0.1332357377, -0.2280158401, 0.12155136470000001, 0.0446976945, 0.0249893498, 0.0498651192, -0.3238545358, -0.19491498170000002, -0.1820411384, 0.5991522074, 0.1550996751]",0
130,"[-0.1056473255, -0.352391392, 0.1833451241, -0.2327912748, 0.0374811143, -0.1547340006, 0.17839679120000002, -0.0512651354, -0.044581726200000005, 0.4938550889, -0.0457502082, -0.2938938141, 0.0732841939, -0.5406676531, 0.2359579504, 0.4290017486, 0.0343619063, 0.041356973400000004, 0.2472078949, -0.0051231706, 0.3683444262, -0.4745948613, -0.4714211822, -0.18615767360000002, 0.10331656780000001, -0.36195367570000003, 0.1199743077, -0.1783184558, 0.1792767793, -0.1964987516, 0.2215534747, 0.28240999580000004, 0.2009676397, -0.1857862622, 0.1717108786, 0.1515640765, -0.0926772654, -0.1807936728, -0.053344886700000003, 0.0564186797, -0.0173448399, -0.1288116276, 0.8892644644000001, -0.08362920580000001, 0.20810392500000002, -0.2983882725, -0.29984778170000004, -0.6902732849000001, 0.201780498, 0.2404003143, -0.18533384800000002, -0.09196327630000001, 0.0110593988, -0.2043343484, 0.6001175642000001, -0.2264277488, -0.4144922793, -0.1965292692, -0.0936319157, -0.2901432812, -0.6015517116, 0.012517765200000001, -0.3711780906, -0.0872777626, 0.8704121709, -0.22370176020000002, 0.27791300420000004, -0.00042718460000000004, 0.25975504520000003, -0.2454264164, -0.09417358790000001, -0.10728956760000001, -0.2460227609, -0.09505690630000001, -0.047363419100000005, -0.0380821303, 0.2674565315, -0.1930775791, -0.1328320503, 0.1183241904, 0.021082462700000002, -0.117067188, -0.362508893, 0.22933384780000002, 0.0176675841, -0.1179108843, 0.4989010096, -0.2704431415, -0.2738708556, -0.1898996979, 0.0811942965, -0.249075979, 0.0080448166, 0.0857772976, 0.23891597990000002, -0.040693067, -0.0095666032, -0.2150513232, 0.6826220155, 0.0939657316, -0.1335874051, -0.0327045657, 0.3471538424, 0.5249581933, 0.28409031030000004, 0.1481005996, 0.14373859760000002, 0.0637775958, 0.30335778, -0.30103236440000003, -0.1718749255, 0.5064213276, 0.3125829399, 0.7939182520000001, 0.4235624671, -0.09420089420000001, -0.1913506985, -0.1396976411, 0.0023615174, 0.0687083602, -0.3028810322, 0.1164821088, -0.079321079, -0.23632697760000002, 0.1273160875, -0.11441940810000001, 0.438552916, 0.1975433826]",1
131,"[0.020319121000000002, 0.3205235004, 0.5459040999, 0.14102688430000002, -0.2982190847, 0.178196609, 0.47835919260000004, -0.11871621010000001, -0.2519062161, 0.1142010167, -0.1126076132, -0.37545123700000005, 0.0264278911, -0.4741194844, 0.2280453742, 0.2972044945, -0.0381380357, -0.0107075125, 0.2088541985, 0.046878937600000004, 0.1462495923, -0.10223092880000001, -0.1834400594, 0.22076630590000001, -0.09139736, -0.49512594940000004, 0.633928597, 0.058088086500000004, -0.2357981503, -0.08015048500000001, -0.1540131867, 0.171876207, 0.10168552400000001, 0.0921477675, -0.36561840770000004, 0.0072352607, -0.1621045023, -0.12167643010000001, 0.1904761344, 0.2777857184, -0.1417405903, -0.13478454950000002, 0.4199992716, -0.1460299194, 0.097471334, -0.19977113600000002, -0.1499386728, -0.5549482107, 0.4182106256, 0.0070546865, -0.2817649841, 0.092397511, -0.2232261747, -0.1053902954, 0.2013966888, -0.0414846912, -0.41128027440000003, -0.4731057286, -0.3994122148, -0.2106434554, -0.5130782127, -0.14282143120000002, -0.2980312109, -0.0056251828000000005, 0.610478878, 0.1363592744, 0.1074546799, 0.2956188917, 0.2579175234, 0.0926628783, 0.0722635239, -0.024001548100000002, -0.0715099126, -0.5020000935, -0.0274541732, -0.08928638700000001, 0.16162218150000002, -0.0076002516, -0.2148499787, -0.1979370415, -0.26420623060000004, -0.18034155670000002, -0.18222257490000002, 0.1407238394, 0.2418330908, -0.0811238512, 0.254501462, 0.0840877444, -0.0303888284, -0.1901599616, 0.2267198414, -0.1757680774, -0.1081090868, 0.34714004400000004, 0.20673604310000002, -0.0647580922, 0.19616347550000002, 0.3538630009, 0.651109159, 0.1709320545, -0.08926290270000001, 0.1425821185, 0.2353470325, 0.3457024395, 0.4201049805, -0.2570327818, -0.09235114600000001, 0.26652696730000003, 0.278124243, -0.3306468725, 0.0002571046, 0.3685154915, 0.4296158552, 0.4429651499, 0.4794022143, 0.3096215129, -0.42448484900000005, -0.15942430500000002, -0.1376208365, 0.21337793770000002, 0.0668660849, 0.0391594507, 0.1624599844, -0.2125335187, 0.3393605053, 0.3509361446, 0.2081725597, -0.1631435752]",1
132,"[0.1008657739, -0.051023066000000006, 0.7080806494, -0.0274839979, -0.017163913700000002, 0.11178094150000001, 0.35606887940000004, -0.057717565400000004, -0.1720229834, 0.6455461383000001, -0.4372947216, -0.4430575371, 0.0917379707, -0.4222600758, 0.0025995597000000002, 0.6035338640000001, 0.10303110630000001, 0.2118301094, 0.3344154954, -0.1277926564, 0.1600199938, -0.2831269205, -0.3347268701, -0.0800581202, 0.2052522302, -0.46092522140000003, 0.2486045063, -0.1318720281, 0.0625941902, -0.17211827640000002, 0.060923840900000005, 0.2902344763, 0.2822179794, 0.0308376718, 0.1469445229, 0.17292596400000002, -0.2827862203, -0.2677490115, -0.012257628100000001, -0.0381204709, 0.1017859876, -0.0749924183, 0.6649772525000001, -0.164277941, 0.2267850935, -0.0994939581, -0.2763414085, -0.5412815213000001, 0.0987522006, 0.056852832400000004, -0.2201599479, 0.1341589689, -0.3043331206, -0.1150767505, 0.6049231291, -0.10798594360000001, -0.3773727417, -0.1638542563, 0.0731046051, -0.09593543410000001, -0.26210772990000003, 0.1025905386, -0.3666409552, 0.0521965623, 0.5548764467, -0.1318194121, 0.0616088361, 0.1627009064, 0.158507213, -0.14422050120000002, -0.0116392896, -0.21235138180000002, 0.1567314118, -0.2419224828, -0.2312381417, 0.144941166, 0.34406080840000003, -0.0475070365, -0.5133920312, -0.1740154773, -0.1749815643, -0.4385981262, -0.1159679815, 0.026866518000000002, 0.0988291427, 0.0827600136, 0.2480214536, -0.2658329904, -0.0989067852, -0.1855490059, 0.1431666911, -0.1326756328, -0.3006356061, -0.0642393604, 0.16117751600000002, -0.0769396871, -0.030438549800000003, -0.2902390957, 0.5671780109, -0.1709381044, 0.0540022254, 0.0076648844, 0.2750488222, 0.4164223373, 0.5328373909, 0.16781830790000002, 0.0910293758, 0.1726825088, 0.311127156, -0.3782354295, 0.034373689400000004, 0.5795558691, 0.2162976265, 0.9450011849000001, 0.0977635235, 0.0862094462, -0.3889770806, 0.11896803980000001, -0.020318655300000002, 0.0718658119, -0.0642471313, 0.06034825, 0.2422358543, -0.2612702549, 0.0970150828, 0.0952450037, 0.46669662, 0.0795837939]",1
133,"[-0.0548885278, 0.18657341600000002, 0.7549791932000001, 0.169286564, -0.2238584459, 0.0041212589, 0.5460989475, -0.23016288880000002, -0.2877006829, 0.3480209708, -0.1762764156, -0.4952358007, -0.025032151500000002, -0.5963346958, 0.168846786, 0.4853144586, 0.1152455881, 0.0220409967, 0.3503534794, -0.1774149835, 0.1739148647, -0.307062, -0.0058495547000000005, -0.0676082596, 0.0396994576, -0.4745650887, 0.139658913, -0.1645350605, 0.23821698130000002, -0.09786582740000001, -0.111014843, 0.35372716190000003, 0.2189252228, 0.1714486033, 0.1230217069, 0.1374024153, -0.4328323901, -0.2527397871, -0.0438480861, -0.1006949246, 0.0457485318, 0.0580661073, 0.5073112249, 0.008964484600000001, -0.0603484623, -0.1075055972, -0.1412251592, -0.7895044684, 0.0173946954, -0.0745485649, -0.2730045915, 0.039755545600000004, -0.1230443269, -0.23342664540000002, 0.5457611680000001, 0.0316311941, -0.0633996129, -0.3092997074, 0.0221173335, -0.2564541698, -0.447993964, -0.1466483623, -0.46700531240000004, -0.0002492741, 0.684089005, 0.0136345439, 0.1988551617, -0.0472688116, 0.4583022892, -0.2252882123, -0.1228519827, -0.0920265168, 0.0998953208, -0.025906654100000003, 0.0815387666, -0.1422858089, 0.19634987410000002, -0.1064805239, -0.10942581300000001, 0.0172750726, 0.0791346878, -0.3592984676, -0.36925041680000004, 0.07117783280000001, 0.146185711, 0.0504989624, 0.5150719881, -0.0351870842, -0.2117858082, -0.1875315011, 0.36283457280000003, -0.3672652245, 0.2570295334, -0.1492053568, 0.4407972693, -0.09394078700000001, 0.033566877200000005, 0.0244138949, 0.6029056907, 0.2179092467, -0.41557794810000004, -0.098640427, 0.09808239340000001, 0.2562867701, 0.3050486147, 0.022953460000000002, 0.1124965921, 0.1757932305, 0.3432219923, -0.2425974011, -0.0515975505, 0.5469952822, 0.3704070747, 0.5776637197, 0.3409774899, 0.1256887466, -0.1367054135, -0.1779489517, -0.1162984967, 0.1966223568, -0.0755755082, 0.0853728205, 0.1594922245, -0.4328405857, 0.2919800282, -0.0518976301, 0.6509908438, -0.13438892360000002]",0
134,"[-0.16493506730000002, -0.2341011465, 0.5048599839, 0.0664610788, 0.0371067449, -0.057201154500000004, 0.6193609834, -0.1972815692, -0.1041386425, 0.3366900384, -0.147013545, -0.5107452273, 0.0054714954, -0.4730250835, 0.2627638578, 0.567471087, 0.09298126400000001, 0.0426587462, 0.0977732092, 0.0021402035, 0.3019774854, -0.163844198, -0.4017875791, -0.054645627700000005, 0.06939987090000001, -0.0893158019, 0.1663267165, 0.0561773703, 0.0164789334, -0.0282721296, -0.3086564839, 0.6227658987, 0.0205668248, 0.2271359563, 0.0305168144, 0.215841949, -0.1522963941, -0.27028793100000004, 0.11422406140000001, -0.13644899430000001, 0.0545904711, -0.1412401497, 0.7684706450000001, 0.21410678330000002, -0.0466863364, -0.0048949346, -0.3519018888, -0.6104469895, 0.1425569206, -0.0205606353, -0.011767373400000001, 0.09219202400000001, -0.2004925907, -0.3772500157, 0.916197896, -0.0517972857, -0.1595207304, -0.27822986250000004, 0.1053948477, 0.0207802802, -0.2295228094, 0.13664846120000002, -0.47583204510000005, 0.33379048110000004, 0.9233043194, -0.31430369620000004, 0.1033155248, 0.166040346, 0.157524094, -0.2298513949, 0.266795963, -0.319068104, -0.14631190900000002, -0.1463684887, 0.026646852500000002, 0.0846170634, 0.32158082720000003, 0.0997575819, -0.3585062325, 0.1593628526, -0.2797377408, -0.25560110810000003, -0.4238695502, 0.23191307490000002, -0.1518187523, 0.2014162838, 0.5414229035, -0.19040185210000002, -0.4062315822, -0.2466171086, 0.0858497024, 0.027629571000000002, -0.2090404928, 0.24202303590000002, 0.2481470704, 0.20075410600000002, 0.0700615197, -0.35651063920000003, 0.8980065584, 0.0956359059, 0.0538860075, -0.0960530415, -0.08184436710000001, 0.2354865372, 0.474732399, 0.07232268900000001, 0.2362606823, 0.2892642617, 0.18076717850000001, -0.2422365695, -0.0267731231, 0.5091843605, 0.3788695931, 0.7228733301, 0.4656203687, -0.1298001111, -0.2167119384, -0.1700853258, -0.1758206189, 0.1495208889, -0.0313081518, -0.12406907980000001, 0.1024859622, -0.3130600452, 0.08230066300000001, -0.0224507488, 0.558216095, 0.1280317754]",0
135,"[0.0462173373, 0.0456599332, 0.25881728530000003, 0.1738571525, -0.1397509277, 0.24445892870000002, 0.368347168, -0.3549179435, -0.2975073755, 0.0801593512, -0.2606863081, -0.2336531281, 0.1737065911, -0.3038881123, 0.0686747804, 0.4608650208, 0.052115976800000005, 0.21825778480000002, 0.2759426832, -0.0616456419, -0.0450155884, -0.08871586620000001, -0.3851672411, 0.1732096672, 0.2165542543, -0.4120905995, 0.5907248855, 0.2081608921, -0.2872364521, -0.40256237980000004, 0.0127952164, 0.1924547702, 0.09525861590000001, 0.1945952326, -0.1480488032, 0.18865054850000001, -0.32451370360000004, 0.0668188035, -0.18706437950000002, 0.3352596164, 0.1597690433, -0.1602856517, 0.35394710300000004, -0.40592950580000003, 0.1219786704, -0.1100351885, -0.2620006204, -0.3639164567, 0.366853863, 0.2096093595, -0.2681039274, 0.06499965490000001, 0.1061359048, -0.1641093791, 0.0938868597, -0.0125327241, -0.4083056152, 0.006085597000000001, -0.2513129711, 0.1061669365, -0.1747490764, -0.2282472849, -0.2101623565, 0.0174488872, 0.30167266730000003, 0.020271211900000002, 0.121838972, 0.2628659606, 0.3074706495, 0.2629841268, 0.0778535903, -0.0898507982, 0.2946076393, -0.4563841522, -0.2505637705, 0.2248000503, 0.24175526200000003, 0.046905305200000004, -0.2564588189, -0.1983388215, -0.2031204104, -0.40975737570000004, -0.1909148544, 0.030990513, 0.0030196244, -0.1971927434, 0.0893692225, -0.2488394529, -0.28286817670000003, -0.298094064, 0.1389818788, -0.0505473465, -0.2741060853, 0.1249986589, 0.1644442976, 0.1505925655, 0.1317486465, 0.13971784710000001, 0.454926461, -0.0378925279, 0.0464352965, -0.021442536300000002, 0.1792453229, 0.45134198670000003, 0.5149521232000001, 0.24848777060000002, -0.0772512332, 0.4657915533, 0.5470525622, -0.5176724792, 0.1004999131, 0.4577797651, 0.12349459530000001, 0.2350756377, 0.049256756900000004, 0.23866844180000002, -0.47294774650000004, 0.09695489700000001, 0.0265957918, 0.1156101301, -0.2331877947, 0.11802244190000001, 0.1500133127, -0.112035796, 0.10620771350000001, 0.0881152526, 0.1887875497, -0.0687287152]",1
